"Date";"MIT";"fruit";"late";"away";"caff";"code";"crs";"Eric";"pers";"TA";"off";"coff";"enR";"eaft";"eeve";"emor";"tire";"mood";"hung";"medi";"mel";"mw";"vac";"out";"pro";"proR";"readB";"readD";"sck";"slept";"stres";"Nat";"cell";"veg";"min";"cls";"aid";"shp";"home";"lab";"lib";"ex";"write";"jour";"yog"
2016-02-12;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;NA;"1";"1";NA;"0";NA;"0";"0";"0";NA;"0";"1";"1";NA;"n";NA;NA;NA;NA;"1";"0";NA;"0"
2016-02-13;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"0";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"0";"1";NA;"1"
2016-02-14;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"1";NA;"0";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"1"
2016-02-15;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"0";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-02-16;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-02-17;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"1";"0";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-02-18;NA;NA;"0";"1";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"0";NA;"0";NA;"0";"0";"1";NA;"1";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-02-19;NA;NA;"1";"1";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;NA;"1";"1";NA;"0";NA;"0";"0";"1";NA;"1";"0";"0";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-02-20;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;NA;"1";"0";NA;"0";NA;"0";"0";"1";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-02-21;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"0";"0";NA;NA;"1";"1";NA;"0";NA;"0";"1";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-02-22;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;NA;"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-02-23;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;NA;"1";"1";NA;"1";NA;"0";"0";"1";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-02-24;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"0";NA;"0";NA;"0";"0";"1";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-02-25;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"1";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;NA;"1";"1";NA;"0";NA;"0";"0";"1";NA;"0";"1";"0";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-02-26;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;NA;"1";"1";NA;"0";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-02-27;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;NA;"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"1"
2016-02-28;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;NA;"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"1"
2016-02-29;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"0";"0";NA;NA;"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-03-01;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;NA;"1";"1";NA;"0";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-03-02;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;NA;"1";"1";NA;"0";NA;"0";"0";"1";NA;"0";"0";"0";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-03-03;NA;NA;"0";"1";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;NA;"1";"1";NA;"1";NA;"0";"0";"1";NA;"1";"0";"0";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-03-04;NA;NA;"0";"1";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;NA;"1";"1";NA;"0";NA;"0";"0";"1";NA;"1";"0";"0";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-03-05;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;NA;"1";"1";NA;"0";NA;"0";"0";"1";NA;"0";"0";"0";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-03-06;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"0";"1";"0";NA;"0";NA;"0";"1";"0";NA;"0";"1";"0";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-03-07;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"0";"1";"1";NA;"0";NA;"0";"0";"0";NA;"0";"0";"0";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-03-08;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;"0";"1";"1";NA;"0";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-03-09;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;"0";"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"1";NA;"0"
2016-03-10;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;"0";"1";"1";NA;"0";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-03-11;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"0";"1";"1";NA;"0";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-03-12;NA;NA;"0";"1";"0";NA;NA;NA;NA;"0";NA;"1";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"1";"1";"1";NA;"1";NA;"0";"0";"0";NA;"1";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-03-13;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;"1";"1";"0";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-03-14;NA;NA;"1";"1";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"1";"1";"0";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-03-15;NA;NA;"1";"1";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;"1";"1";"0";NA;"1";NA;"0";"0";"1";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-03-16;NA;NA;"0";"1";"0";NA;NA;NA;NA;"0";NA;"1";NA;NA;NA;NA;"0";NA;NA;"0";"0";NA;"1";"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-03-17;NA;NA;"1";"1";"0";NA;NA;NA;NA;"0";NA;"1";NA;NA;NA;NA;"0";NA;NA;"0";"0";NA;"1";"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"1"
2016-03-18;NA;NA;"0";"1";"0";NA;NA;NA;NA;"0";NA;"1";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"1";"1";"1";NA;"0";NA;"1";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-03-19;NA;NA;"0";"1";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"1";"1";"0";NA;"0";NA;"1";"1";"1";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-03-20;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"1";"1";"0";NA;"0";NA;"1";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-03-21;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"1";"0";"0";NA;"1";NA;"1";"1";"1";NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;"0";"0";NA;"0"
2016-03-22;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"1";"1";"0";NA;"0";NA;"1";"1";"0";NA;"0";"1";"1";NA;NA;NA;NA;NA;NA;"0";"0";NA;"0"
2016-03-23;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"1";"1";"0";NA;"0";NA;"0";"1";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-03-24;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"1";"1";"0";NA;"1";NA;"0";"1";"0";NA;"1";"1";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-03-25;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"1";"1";"0";NA;"0";NA;"0";"1";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-03-26;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"1";"1";"0";NA;"0";NA;"0";"1";"0";NA;"0";"1";"0";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-03-27;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"0";"1";"0";NA;"0";NA;"0";"1";"0";NA;"1";"1";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-03-28;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"0";"0";NA;"0";"1";"0";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-03-29;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;"0";"1";"0";NA;"0";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-03-30;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;"0";"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-03-31;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;"0";"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-04-01;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;"0";"1";"0";NA;"0";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-04-02;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;"0";"1";"1";NA;"1";NA;"0";"0";"0";NA;"1";"1";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-04-03;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"0";"1";"0";NA;"1";NA;"0";"0";"0";NA;"0";"0";"0";NA;"w";NA;NA;NA;NA;"0";"0";NA;"1"
2016-04-04;NA;NA;"1";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;"0";"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-04-05;NA;NA;"0";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;"0";"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-04-06;NA;NA;"1";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;"0";"1";"0";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-04-07;NA;NA;"0";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;"0";"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"1";NA;"0"
2016-04-08;NA;NA;"0";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;"0";"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-04-09;NA;NA;"0";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;"0";"1";"1";NA;"0";NA;"0";"0";"1";NA;"1";"1";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-04-10;NA;NA;"1";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;"0";"1";"1";NA;"1";NA;"0";"1";"1";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-04-11;NA;NA;"1";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"0";"0";NA;"0";"1";"1";NA;"1";NA;"0";"1";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-04-12;NA;NA;"1";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;"0";"1";"0";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-04-13;NA;NA;"0";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"0";"0";NA;"0";"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-04-14;NA;NA;"0";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;"0";"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-04-15;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"0";"1";"0";NA;"0";NA;"0";"0";"0";NA;"1";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-04-16;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;"0";"1";"0";NA;"0";NA;"0";"1";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-04-17;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"0";"1";"0";NA;"1";NA;"0";"1";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-04-18;NA;NA;"0";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;"0";"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-04-19;NA;NA;"1";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"1";NA;"0";"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-04-20;NA;NA;"1";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;"0";"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-04-21;NA;NA;"1";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;"0";"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-04-22;NA;NA;"1";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;"0";"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-04-23;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;"0";"1";"1";NA;"1";NA;"0";"0";"0";NA;"1";"0";"1";NA;"me";NA;NA;NA;NA;"0";"0";NA;"0"
2016-04-24;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"1";"0";NA;"0";"1";"1";NA;"0";NA;"0";"0";"1";NA;"0";"1";"1";NA;"me";NA;NA;NA;NA;"0";"0";NA;"0"
2016-04-25;NA;NA;"0";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"0";"0";NA;"0";"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";NA;"me";NA;NA;NA;NA;"1";"0";NA;"0"
2016-04-26;NA;NA;"0";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"1";"0";NA;"0";"1";"1";NA;"0";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-04-27;NA;NA;"1";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"0";"0";NA;"0";"1";"1";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-04-28;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"1";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"0";"1";"0";NA;"0";NA;"0";"0";"1";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-04-29;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"1";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"0";"1";"1";NA;"0";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-04-30;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"0";"1";"0";NA;"0";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-05-01;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"0";"0";NA;"0";"1";"0";NA;"0";NA;"0";"0";"0";NA;"1";"1";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-05-02;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"0";"1";"0";NA;"0";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-05-03;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"0";"0";NA;"0";"1";"0";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-05-04;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"0";"1";"0";NA;"1";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-05-05;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"1";NA;NA;NA;NA;"0";NA;NA;"0";"0";NA;"0";"1";"0";NA;"1";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-05-06;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"0";"1";"0";NA;"0";NA;"0";"0";"0";NA;"1";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-05-07;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"1";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"0";"1";"1";NA;"0";NA;"0";"0";"0";NA;"1";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-05-08;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"1";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"0";"1";"1";NA;"0";NA;"0";"0";"1";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-05-09;NA;NA;"0";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"0";"1";"1";NA;"0";NA;"0";"0";"1";NA;"1";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-05-10;NA;NA;"0";"0";"1";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"0";"1";"1";NA;"0";NA;"0";"0";"1";NA;"1";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-05-11;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"1";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"0";"1";"1";NA;"0";NA;"0";"0";"0";NA;"1";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-05-12;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"0";"1";"0";NA;"0";NA;"0";"0";"0";NA;"0";"1";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-05-13;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"1";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"0";"1";"1";NA;"0";NA;"0";"1";"0";NA;"1";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-05-14;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"0";"0";NA;"0";"1";"1";NA;"0";NA;"0";"0";"0";NA;"0";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-05-15;NA;NA;"1";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"0";NA;NA;"0";"0";NA;"0";"1";"1";NA;"0";NA;"0";"0";"0";NA;"1";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
2016-05-16;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"0";"1";"1";NA;"0";NA;"0";"0";"0";NA;"1";"0";"1";NA;"w";NA;NA;NA;NA;"1";"0";NA;"0"
2016-05-17;NA;NA;"0";"0";"0";NA;NA;NA;NA;"0";NA;"0";NA;NA;NA;NA;"1";NA;NA;"0";"0";NA;"0";"1";"1";NA;"0";NA;"0";"0";"0";NA;"1";"0";"1";NA;"w";NA;NA;NA;NA;"0";"0";NA;"0"
